name,orf_name,chr,start,end,length,strand,orf_class,ontology
YBL039W-B,YBL039W-B,2,143396.0,143575.0,179.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
URA7,YBL039C,2,143992.0,145731.0,1739.0,-,Verified,"GO:0003883,GO:0005829,GO:0006241,GO:0008654,GO:0019856"
YBL039C-A,YBL039C-A,2,144951.0,145034.0,83.0,-,Dubious,"GO:0008150,GO:0003674,GO:0005575"
MRPL16,YBL038W,2,146190.0,146888.0,698.0,+,Verified,"GO:0000048,GO:0003735,GO:0006412,GO:0005762,GO:0005739"
APL3,YBL037W,2,147212.0,150289.0,3077.0,+,Verified,"GO:0003674,GO:0030122,GO:0016192"
YBL036C,YBL036C,2,150450.0,151223.0,773.0,-,Verified,"GO:0030170,GO:0006520,GO:0005622,GO:0008784"
POL12,YBL035C,2,151496.0,153613.0,2117.0,-,Verified,"GO:0005634,GO:0005635,GO:0005658,GO:0006273,GO:0003887,GO:0006270,GO:0016233"
STU1,YBL034C,2,153851.0,158392.0,4541.0,-,Verified,"GO:0005816,GO:0005200,GO:0007020"
RIB1,YBL033C,2,158659.0,159696.0,1037.0,-,Verified,"GO:0009231,GO:0019238,GO:0005737,GO:0005634,GO:0042493"
HEK2,YBL032W,2,160187.0,161332.0,1145.0,+,Verified,"GO:0003729,GO:0008298,GO:0005737,GO:0007004,GO:0000784"
SHE1,YBL031W,2,161702.0,162718.0,1016.0,+,Verified,"GO:0008150,GO:0003674,GO:0015630"
PET9,YBL030C,2,163044.0,164000.0,956.0,-,Verified,"GO:0005743,GO:0005471,GO:0009060,GO:0006839,GO:0009061,GO:0005739,GO:0015867,GO:0015866"
YBL029C-A,YBL029C-A,2,164491.0,164775.0,284.0,-,Uncharacterized,"GO:0005575,GO:0003674,GO:0008150"
YBL029W,YBL029W,2,166137.0,167267.0,1130.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005634,GO:0005737"
YBL028C,YBL028C,2,167521.0,167841.0,320.0,-,Verified,"GO:0003674,GO:0005730,GO:0042254,GO:0005634,GO:0005840"
RPL19B,YBL027W,2,168426.0,169379.0,953.0,+,Verified,"GO:0003735,GO:0006412,GO:0022625"
LSM2,YBL026W,2,170626.0,171041.0,415.0,+,Verified,"GO:0000398,GO:0005688,GO:0006402,GO:0005732,GO:0005730,GO:0046540,GO:0031202,GO:0003723"
RRN10,YBL025W,2,171484.0,171921.0,437.0,+,Verified,"GO:0003701,GO:0006360,GO:0000500,GO:0000182"
NCL1,YBL024W,2,172537.0,174591.0,2054.0,+,Verified,"GO:0016428,GO:0030488,GO:0005634,GO:0042254"
MCM2,YBL023C,2,174923.0,177529.0,2606.0,-,Verified,"GO:0005634,GO:0005737,GO:0005656,GO:0006267,GO:0042555,GO:0031261,GO:0003688,GO:0006271,GO:0000084,GO:0003682,GO:0003697"
PIM1,YBL022C,2,177877.0,181278.0,3401.0,-,Verified,"GO:0005759,GO:0006508,GO:0004176,GO:0009408,GO:0005739"
HAP3,YBL021C,2,181663.0,182097.0,434.0,-,Verified,"GO:0006350,GO:0016602,GO:0006109,GO:0005634,GO:0016563"
RFT1,YBL020W,2,182404.0,184128.0,1724.0,+,Verified,"GO:0006487,GO:0005789,GO:0034203,GO:0034202"
APN2,YBL019W,2,184356.0,185918.0,1562.0,+,Verified,"GO:0008311,GO:0003906,GO:0008081,GO:0006284,GO:0005634"
POP8,YBL018C,2,186001.0,186477.0,476.0,-,Verified,"GO:0006364,GO:0005655,GO:0000172,GO:0008033,GO:0004526,GO:0000171,GO:0006379"
PEP1,YBL017C,2,186847.0,191586.0,4739.0,-,Verified,"GO:0005794,GO:0006623,GO:0007034,GO:0005048"
FUS3,YBL016W,2,192454.0,193515.0,1061.0,+,Verified,"GO:0005737,GO:0005634,GO:0043332,GO:0000750,GO:0005739,GO:0001403,GO:0004707,GO:0006468,GO:0007050,GO:0043409"
ACH1,YBL015W,2,194125.0,195705.0,1580.0,+,Verified,"GO:0003986,GO:0006083,GO:0006084,GO:0005829,GO:0005739"
RRN6,YBL014C,2,199067.0,201751.0,2684.0,-,Verified,"GO:0000120,GO:0006360,GO:0003701"
FMT1,YBL013W,2,202059.0,203264.0,1205.0,+,Verified,"GO:0005739,GO:0006413,GO:0006431,GO:0004479"
YBL012C,YBL012C,2,203409.0,203810.0,401.0,-,Dubious,"GO:0003674,GO:0008150,GO:0005575"
SCT1,YBL011W,2,203541.0,205820.0,2279.0,+,Verified,"GO:0004366,GO:0008654,GO:0005783,GO:0016287"
YBL010C,YBL010C,2,206110.0,206952.0,842.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0030136"
ALK2,YBL009W,2,207197.0,209227.0,2030.0,+,Verified,"GO:0004674,GO:0007126,GO:0004672,GO:0006468,GO:0007067,GO:0005575"
YBL008W-A,YBL008W-A,2,209412.0,209651.0,239.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
HIR1,YBL008W,2,209656.0,212178.0,2522.0,+,Verified,"GO:0006368,GO:0003714,GO:0006357,GO:0005634,GO:0000775,GO:0006336,GO:0000417,GO:0031491,GO:0003677"
SLA1,YBL007C,2,212635.0,216369.0,3734.0,-,Verified,"GO:0000147,GO:0008092,GO:0007121,GO:0007015,GO:0007047,GO:0006897,GO:0030674,GO:0043130,GO:0005634,GO:0005938"
LDB7,YBL006C,2,216590.0,217132.0,542.0,-,Verified,"GO:0000032,GO:0016586,GO:0000723,GO:0043044,GO:0008094,GO:0006368"
YBL006W-A,YBL006W-A,2,216714.0,216863.0,149.0,+,Dubious,"GO:0008150,GO:0003674,GO:0005575"
PDR3,YBL005W,2,217473.0,220403.0,2930.0,+,Verified,"GO:0005634,GO:0016563,GO:0005737,GO:0003704,GO:0045944,GO:0000122,GO:0042493,GO:0016564"
UTP20,YBL004W,2,227639.0,235120.0,7481.0,+,Verified,"GO:0005730,GO:0005737,GO:0000480,GO:0000472,GO:0000447,GO:0005654,GO:0032040,GO:0003674,GO:0030686"
HTA2,YBL003C,2,235397.0,235795.0,398.0,-,Verified,"GO:0006333,GO:0003677,GO:0000788,GO:0006281"
HTB2,YBL002W,2,236495.0,236890.0,395.0,+,Verified,"GO:0006333,GO:0003677,GO:0000788"
ECM15,YBL001C,2,237155.0,237469.0,314.0,-,Verified,"GO:0007047,GO:0003674,GO:0005634,GO:0005737"
NTH2,YBR001C,2,238943.0,241285.0,2342.0,-,Verified,"GO:0005737,GO:0005739,GO:0004555,GO:0005993"
RER2,YBR002C,2,241710.0,242570.0,860.0,-,Verified,"GO:0006486,GO:0004659,GO:0005783,GO:0019408,GO:0045547,GO:0006888"
COQ1,YBR003W,2,242811.0,244232.0,1421.0,+,Verified,"GO:0000010,GO:0005739,GO:0006744"
GPI18,YBR004C,2,244368.0,245669.0,1301.0,-,Verified,"GO:0005783,GO:0000030,GO:0006506,GO:0005739,GO:0030176,GO:0031501"
RCR1,YBR005W,2,245908.0,246549.0,641.0,+,Verified,"GO:0003674,GO:0030176,GO:0007047,GO:0016192"
UGA2,YBR006W,2,247012.0,248505.0,1493.0,+,Verified,"GO:0009013,GO:0006979,GO:0005737,GO:0006540,GO:0009450"
DSF2,YBR007C,2,248807.0,251017.0,2210.0,-,Uncharacterized,"GO:0003674,GO:0008150,GO:0005575"
FLR1,YBR008C,2,252564.0,254210.0,1646.0,-,Verified,"GO:0015239,GO:0009636,GO:0015244,GO:0006855,GO:0005886"
HHF1,YBR009C,2,255371.0,255682.0,311.0,-,Verified,"GO:0006333,GO:0003677,GO:0000788"
HHT1,YBR010W,2,256329.0,256739.0,410.0,+,Verified,"GO:0006333,GO:0003677,GO:0005634,GO:0000788,GO:0010526"
IPP1,YBR011C,2,257110.0,257973.0,863.0,-,Verified,"GO:0004427,GO:0006796,GO:0005829"
YBR012C,YBR012C,2,259145.0,259564.0,419.0,-,Dubious,"GO:0008150,GO:0003674,GO:0005575"
YBR013C,YBR013C,2,265490.0,265879.0,389.0,-,Uncharacterized,"GO:0003674,GO:0008150,GO:0005575"
GRX7,YBR014C,2,266725.0,267336.0,611.0,-,Verified,"GO:0005624,GO:0000324,GO:0042803,GO:0047142,GO:0005801,GO:0005796,GO:0004362,GO:0006979"
MNN2,YBR015C,2,267710.0,269503.0,1793.0,-,Verified,"GO:0006486,GO:0005794,GO:0000026"
YBR016W,YBR016W,2,270247.0,270633.0,386.0,+,Uncharacterized,"GO:0003674,GO:0005886,GO:0006970"
KAP104,YBR017C,2,270947.0,273703.0,2756.0,-,Verified,"GO:0006606,GO:0006609,GO:0005829,GO:0008139,GO:0007049"
GAL7,YBR018C,2,274427.0,275527.0,1100.0,-,Verified,"GO:0033499,GO:0005737,GO:0008108"
GAL10,YBR019C,2,276253.0,278352.0,2099.0,-,Verified,"GO:0033499,GO:0003978,GO:0004034,GO:0005625"
GAL1,YBR020W,2,279021.0,280607.0,1586.0,+,Verified,"GO:0046835,GO:0033499,GO:0004335,GO:0005737,GO:0015757,GO:0000411"
FUR4,YBR021W,2,281443.0,283344.0,1901.0,+,Verified,"GO:0005886,GO:0015505,GO:0015857,GO:0045121"
POA1,YBR022W,2,283738.0,284271.0,533.0,+,Verified,"GO:0005575,GO:0016791,GO:0006388"
CHS3,YBR023C,2,284428.0,287925.0,3497.0,-,Verified,"GO:0005935,GO:0030476,GO:0000910,GO:0006038,GO:0004100,GO:0005737,GO:0000131,GO:0045009,GO:0005628"
SCO2,YBR024W,2,289445.0,290350.0,905.0,+,Verified,"GO:0005740,GO:0006825,GO:0008379,GO:0005739"
OLA1,YBR025C,2,290681.0,291865.0,1184.0,-,Verified,"GO:0005737,GO:0016887,GO:0008150"
ETR1,YBR026C,2,292877.0,294019.0,1142.0,-,Verified,"GO:0016631,GO:0005739,GO:0009060,GO:0006633"
YBR027C,YBR027C,2,294024.0,294356.0,332.0,-,Dubious,"GO:0003674,GO:0008150,GO:0005575"
YBR028C,YBR028C,2,294425.0,296002.0,1577.0,-,Uncharacterized,"GO:0008150,GO:0004672,GO:0005737"
CDS1,YBR029C,2,296369.0,297742.0,1373.0,-,Verified,"GO:0004605,GO:0005783,GO:0006658,GO:0006655,GO:0005739"
YBR030W,YBR030W,2,298292.0,299950.0,1658.0,+,Uncharacterized,"GO:0006644,GO:0003674,GO:0005634"
RPL4A,YBR031W,2,300166.0,301254.0,1088.0,+,Verified,"GO:0022625,GO:0003735,GO:0006412"
YBR032W,YBR032W,2,301519.0,301821.0,302.0,+,Dubious,"GO:0003674,GO:0005575,GO:0008150"
EDS1,YBR033W,2,301944.0,304703.0,2759.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
HMT1,YBR034C,2,304930.0,305976.0,1046.0,-,Verified,"GO:0018195,GO:0006406,GO:0016274,GO:0005634,GO:0042254"
PDX3,YBR035C,2,306269.0,306955.0,686.0,-,Verified,"GO:0004733,GO:0006631,GO:0005575,GO:0000723"
CSG2,YBR036C,2,309081.0,310313.0,1232.0,-,Verified,"GO:0030176,GO:0006874,GO:0030234,GO:0006688,GO:0042493"
SCO1,YBR037C,2,310564.0,311451.0,887.0,-,Verified,"GO:0005743,GO:0006461,GO:0006825,GO:0005507,GO:0008379,GO:0006980,GO:0005739"
CHS2,YBR038W,2,311897.0,314788.0,2891.0,+,Verified,"GO:0004100,GO:0005935,GO:0000910,GO:0000916"
ATP3,YBR039W,2,315575.0,316510.0,935.0,+,Verified,"GO:0005756,GO:0015986,GO:0046933,GO:0005739"
FIG1,YBR040W,2,316968.0,317864.0,896.0,+,Verified,"GO:0043332,GO:0009277,GO:0003674,GO:0000755,GO:0000753"
FAT1,YBR041W,2,318266.0,320275.0,2009.0,+,Verified,"GO:0004467,GO:0005777,GO:0005811,GO:0000038,GO:0006869,GO:0005792,GO:0005886,GO:0005324,GO:0031235"
CST26,YBR042C,2,320416.0,321609.0,1193.0,-,Verified,"GO:0008654,GO:0005811,GO:0008415"
QDR3,YBR043C,2,321876.0,323945.0,2069.0,-,Verified,"GO:0015559,GO:0006855,GO:0005886"
TCM62,YBR044C,2,324337.0,326058.0,1721.0,-,Verified,"GO:0006461,GO:0005743,GO:0051082,GO:0005739"
GIP1,YBR045C,2,328369.0,330090.0,1721.0,-,Verified,"GO:0008157,GO:0000164,GO:0005628,GO:0008599,GO:0030476,GO:0043666"
ZTA1,YBR046C,2,330505.0,331509.0,1004.0,-,Verified,"GO:0005737,GO:0005634,GO:0003960,GO:0017091,GO:0006979"
FMP23,YBR047W,2,331831.0,332358.0,527.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005739"
RPS11B,YBR048W,2,332829.0,333810.0,981.0,+,Verified,"GO:0022627,GO:0000028,GO:0003735,GO:0006412,GO:0006450,GO:0000723"
REB1,YBR049C,2,334384.0,336816.0,2432.0,-,Verified,"GO:0006357,GO:0006363,GO:0003716,GO:0005634,GO:0003702"
REG2,YBR050C,2,337181.0,338197.0,1016.0,-,Verified,"GO:0000164,GO:0000122,GO:0008599"
YBR051W,YBR051W,2,337986.0,338336.0,350.0,+,Dubious,"GO:0008150,GO:0003674,GO:0005575"
RFS1,YBR052C,2,338718.0,339350.0,632.0,-,Verified,"GO:0008150,GO:0003674,GO:0005737"
YBR053C,YBR053C,2,339673.0,340749.0,1076.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
YRO2,YBR054W,2,343099.0,344133.0,1034.0,+,Verified,"GO:0003674,GO:0005739,GO:0005933,GO:0008150"
PRP6,YBR055C,2,344600.0,347299.0,2699.0,-,Verified,"GO:0031202,GO:0000398,GO:0046540"
YBR056W,YBR056W,2,347877.0,349382.0,1505.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005737"
YBR056W-A,YBR056W-A,2,351253.0,351453.0,200.0,+,Dubious,"GO:0008150,GO:0003674,GO:0005575"
YBR056C-B,YBR056C-B,2,351291.0,351449.0,158.0,-,Dubious,"GO:0008150,GO:0003674,GO:0005575"
MUM2,YBR057C,2,352191.0,353291.0,1100.0,-,Verified,"GO:0006279,GO:0003674,GO:0005737"
UBP14,YBR058C,2,353670.0,356015.0,2345.0,-,Verified,"GO:0004843,GO:0016579,GO:0005737,GO:0045721,GO:0042493,GO:0043161"
TSC3,YBR058C-A,2,356322.0,356564.0,242.0,-,Verified,"GO:0005624,GO:0006666,GO:0005792,GO:0008047,GO:0030148"
AKL1,YBR059C,2,356859.0,360185.0,3326.0,-,Verified,"GO:0004672,GO:0005737,GO:0030036,GO:0030100,GO:0005935"
ORC2,YBR060C,2,360650.0,362512.0,1862.0,-,Verified,"GO:0005664,GO:0006270,GO:0005656,GO:0031261,GO:0003682,GO:0003688,GO:0006348,GO:0006267,GO:0030466"
TRM7,YBR061C,2,364785.0,365717.0,932.0,-,Verified,"GO:0008175,GO:0030488,GO:0006412,GO:0005737"
YBR062C,YBR062C,2,365974.0,366598.0,624.0,-,Uncharacterized,"GO:0003674,GO:0008150,GO:0005575"
YBR063C,YBR063C,2,366968.0,368182.0,1214.0,-,Uncharacterized,"GO:0008150,GO:0005575,GO:0003674"
YBR064W,YBR064W,2,367761.0,368189.0,428.0,+,Dubious,"GO:0003674,GO:0008150,GO:0005575"
ECM2,YBR065C,2,368582.0,369676.0,1094.0,-,Verified,"GO:0003674,GO:0005634,GO:0000398,GO:0007047"
NRG2,YBR066C,2,370035.0,370697.0,662.0,-,Verified,"GO:0016564,GO:0005634,GO:0001403,GO:0042710,GO:0007124"
TIP1,YBR067C,2,372100.0,372732.0,632.0,-,Verified,"GO:0007047,GO:0005199,GO:0009277,GO:0016298"
BAP2,YBR068C,2,373858.0,375687.0,1829.0,-,Verified,"GO:0015171,GO:0006865,GO:0005886"
TAT1,YBR069C,2,376571.0,378430.0,1859.0,-,Verified,"GO:0015171,GO:0006865,GO:0005886,GO:0015828,GO:0022893,GO:0015827"
ALG14,YBR070C,2,379218.0,379931.0,713.0,-,Verified,"GO:0042175,GO:0030176,GO:0004577,GO:0043495,GO:0006488,GO:0005624,GO:0043541,GO:0031227"
YBR071W,YBR071W,2,380408.0,381043.0,635.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005737"
HSP26,YBR072W,2,382027.0,382671.0,644.0,+,Verified,"GO:0005737,GO:0006457,GO:0006950,GO:0005634,GO:0051082"
YBR072C-A,YBR072C-A,2,382855.0,383016.0,161.0,-,Uncharacterized,"GO:0005575,GO:0003674,GO:0008150"
RDH54,YBR073W,2,383209.0,385983.0,2774.0,+,Verified,"GO:0030491,GO:0000727,GO:0007131,GO:0008094,GO:0005634,GO:0045144,GO:0015616,GO:0032392"
YBR074W,YBR074W,2,386281.0,389211.0,2930.0,+,Uncharacterized,"GO:0005575,GO:0008150,GO:0003674"
ECM8,YBR076W,2,390369.0,391388.0,1019.0,+,Verified,"GO:0007047,GO:0003674,GO:0005575"
YBR076C-A,YBR076C-A,2,391345.0,391611.0,266.0,-,Dubious,"GO:0008150,GO:0003674,GO:0005575"
SLM4,YBR077C,2,391799.0,392287.0,488.0,-,Verified,"GO:0005737,GO:0000329,GO:0043325,GO:0005774,GO:0016237,GO:0031902,GO:0007165,GO:0042493,GO:0034448,GO:0034449"
ECM33,YBR078W,2,393118.0,394854.0,1736.0,+,Verified,"GO:0005886,GO:0007047,GO:0003674,GO:0005739,GO:0009277,GO:0005624"
RPG1,YBR079C,2,395377.0,398271.0,2894.0,-,Verified,"GO:0005840,GO:0003743,GO:0006413,GO:0005852,GO:0000131,GO:0005737"
SEC18,YBR080C,2,398608.0,400884.0,2276.0,-,Verified,"GO:0000011,GO:0006888,GO:0005737,GO:0019897,GO:0016887,GO:0042144"
SPT7,YBR081C,2,401247.0,405245.0,3998.0,-,Verified,"GO:0000124,GO:0016568,GO:0016573,GO:0005198,GO:0000747,GO:0006461,GO:0005739,GO:0046695"
UBC4,YBR082C,2,406622.0,407163.0,541.0,-,Verified,"GO:0006950,GO:0000502,GO:0030437,GO:0004842,GO:0000209,GO:0006513,GO:0043162,GO:0016567"
TEC1,YBR083W,2,409163.0,410623.0,1460.0,+,Verified,"GO:0003704,GO:0007124,GO:0045944,GO:0005634,GO:0001403"
MIS1,YBR084W,2,411048.0,413975.0,2927.0,+,Verified,"GO:0004488,GO:0004477,GO:0005739,GO:0004329,GO:0001718,GO:0006139,GO:0042254,GO:0046656"
RPL19A,YBR084C-A,2,414180.0,415255.0,1075.0,-,Verified,"GO:0022625,GO:0003735,GO:0006412"
AAC3,YBR085W,2,415977.0,416900.0,923.0,+,Verified,"GO:0009061,GO:0005739,GO:0005471,GO:0005743"
YBR085C-A,YBR085C-A,2,418901.0,419158.0,257.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005634,GO:0005737"
IST2,YBR086C,2,420195.0,423035.0,2840.0,-,Verified,"GO:0006970,GO:0005886,GO:0003674,GO:0033101"
RFC5,YBR087W,2,423759.0,424823.0,1064.0,+,Verified,"GO:0006298,GO:0005663,GO:0006272,GO:0007062,GO:0003689,GO:0031390,GO:0031391"
POL30,YBR088C,2,424984.0,425760.0,776.0,-,Verified,"GO:0006284,GO:0005657,GO:0005634,GO:0043626,GO:0030337,GO:0006272,GO:0006298,GO:0006301,GO:0006273,GO:0006289,GO:0030466,GO:0006348,GO:0007064"
YBR089W,YBR089W,2,425177.0,425776.0,599.0,+,Dubious,"GO:0003674,GO:0008150,GO:0005575"
NHP6B,YBR089C-A,2,426184.0,426867.0,683.0,-,Verified,"GO:0003682,GO:0006357,GO:0006325,GO:0006359,GO:0000790,GO:0006338,GO:0045944,GO:0006334"
YBR090C,YBR090C,2,426327.0,427052.0,725.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005634,GO:0005737"
MRS5,YBR091C,2,427149.0,427478.0,329.0,-,Verified,"GO:0005758,GO:0008565,GO:0045039,GO:0042721,GO:0005739"
PHO3,YBR092C,2,427692.0,429095.0,1403.0,-,Verified,"GO:0003993,GO:0030287,GO:0042723,GO:0006796"
PHO5,YBR093C,2,429542.0,430945.0,1403.0,-,Verified,"GO:0009277,GO:0030287,GO:0006796,GO:0016036,GO:0003993,GO:0017111,GO:0047429,GO:0008361"
PBY1,YBR094W,2,432030.0,434291.0,2261.0,+,Verified,"GO:0008150,GO:0005737,GO:0003674,GO:0000932,GO:0006402"
RXT2,YBR095C,2,434400.0,435692.0,1292.0,-,Verified,"GO:0001403,GO:0000747,GO:0004407,GO:0000122,GO:0005634,GO:0000508,GO:0016575"
YBR096W,YBR096W,2,436015.0,436707.0,692.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005783"
VPS15,YBR097W,2,436945.0,441309.0,4364.0,+,Verified,"GO:0000139,GO:0004674,GO:0006468,GO:0045053,GO:0005739,GO:0000723,GO:0048017,GO:0006623,GO:0034271,GO:0034272,GO:0016236,GO:0045324"
MMS4,YBR098W,2,441509.0,443584.0,2075.0,+,Verified,"GO:0005634,GO:0003713,GO:0004519,GO:0007131,GO:0006281,GO:0006974,GO:0006265,GO:0008821,GO:0048476"
YBR099C,YBR099C,2,442918.0,443301.0,383.0,-,Dubious,"GO:0003674,GO:0005575,GO:0008150"
FES1,YBR101C,2,443815.0,444687.0,872.0,-,Verified,"GO:0006412,GO:0005829,GO:0022626,GO:0000774"
EXO84,YBR102C,2,445056.0,447317.0,2261.0,-,Verified,"GO:0000145,GO:0005515,GO:0006887,GO:0005934,GO:0005935,GO:0000131,GO:0000245"
SIF2,YBR103W,2,447703.0,449310.0,1607.0,+,Verified,"GO:0045835,GO:0000122,GO:0005634,GO:0006348,GO:0000118,GO:0016575,GO:0045129,GO:0003714,GO:0017136"
YBR103C-A,YBR103C-A,2,449314.0,449457.0,143.0,-,Dubious,"GO:0005575,GO:0003674,GO:0008150"
YMC2,YBR104W,2,449661.0,450650.0,989.0,+,Verified,"GO:0005739,GO:0005342,GO:0006839"
VID24,YBR105C,2,450875.0,451963.0,1088.0,-,Verified,"GO:0016023,GO:0019898,GO:0016192,GO:0003674,GO:0045721,GO:0007039,GO:0006623,GO:0043161,GO:0051469"
PHO88,YBR106W,2,452652.0,453218.0,566.0,+,Verified,"GO:0016020,GO:0006817,GO:0005739,GO:0000723,GO:0003674"
IML3,YBR107C,2,453787.0,454524.0,737.0,-,Verified,"GO:0007059,GO:0000942,GO:0003674,GO:0045144,GO:0030437"
AIM3,YBR108W,2,454816.0,457659.0,2843.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0045121"
CMD1,YBR109C,2,457913.0,458356.0,443.0,-,Verified,"GO:0043332,GO:0007114,GO:0000131,GO:0005823,GO:0005935,GO:0007010,GO:0005934,GO:0042144,GO:0005509,GO:0016237,GO:0051300,GO:0006898,GO:0005515,GO:0048306,GO:0006661,GO:0000742"
YBR109W-A,YBR109W-A,2,458602.0,458826.0,224.0,+,Dubious,"GO:0003674,GO:0005575,GO:0008150"
ALG1,YBR110W,2,458866.0,460215.0,1349.0,+,Verified,"GO:0016021,GO:0019187,GO:0006487,GO:0005783,GO:0006490"
YSA1,YBR111C,2,461172.0,461867.0,695.0,-,Verified,"GO:0004636,GO:0008150,GO:0005737,GO:0005739,GO:0005634"
SUS1,YBR111W-A,2,462133.0,462573.0,440.0,+,Verified,"GO:0003674,GO:0005643,GO:0000124,GO:0006406,GO:0045944"
CYC8,YBR112C,2,462864.0,465764.0,2900.0,-,Verified,"GO:0016565,GO:0016481,GO:0005634,GO:0003713,GO:0016584,GO:0006338,GO:0000723,GO:0017053"
YBR113W,YBR113W,2,465560.0,466042.0,482.0,+,Dubious,"GO:0003674,GO:0008150,GO:0005575"
RAD16,YBR114W,2,467242.0,469614.0,2372.0,+,Verified,"GO:0000108,GO:0000113,GO:0008094,GO:0000715,GO:0003684,GO:0031463,GO:0004842,GO:0042787"
LYS2,YBR115C,2,469742.0,473920.0,4178.0,-,Verified,"GO:0004043,GO:0019878,GO:0005737"
YBR116C,YBR116C,2,474193.0,474720.0,527.0,-,Dubious,"GO:0008150,GO:0003674,GO:0005575"
TKL2,YBR117C,2,474386.0,476431.0,2045.0,-,Verified,"GO:0004802,GO:0006098,GO:0005634,GO:0005737"
TEF2,YBR118W,2,477665.0,479041.0,1376.0,+,Verified,"GO:0005840,GO:0005853,GO:0006409,GO:0003746,GO:0006414"
MUD1,YBR119W,2,479332.0,480317.0,985.0,+,Verified,"GO:0005685,GO:0003723,GO:0000398"
CBP6,YBR120C,2,480429.0,480917.0,488.0,-,Verified,"GO:0006412,GO:0005739,GO:0003674"
GRS1,YBR121C,2,481358.0,483361.0,2003.0,-,Verified,"GO:0005737,GO:0005739,GO:0004820,GO:0006353,GO:0006426"
YBR121C-A,YBR121C-A,2,482320.0,482478.0,158.0,-,Dubious,"GO:0008150,GO:0005575,GO:0003674"
MRPL36,YBR122C,2,483964.0,484497.0,533.0,-,Verified,"GO:0006412,GO:0003735,GO:0005762,GO:0005739"
TFC1,YBR123C,2,484736.0,486685.0,1949.0,-,Verified,"GO:0000127,GO:0006384,GO:0003709"
YBR124W,YBR124W,2,486501.0,486860.0,359.0,+,Dubious,"GO:0008150,GO:0003674,GO:0005575"
PTC4,YBR125C,2,487193.0,488374.0,1181.0,-,Verified,"GO:0004722,GO:0008150,GO:0005737"
TPS1,YBR126C,2,488899.0,490386.0,1487.0,-,Verified,"GO:0005975,GO:0003825,GO:0005946,GO:0006950,GO:0005737,GO:0005992,GO:0042493"
YBR126W-A,YBR126W-A,2,490844.0,491050.0,206.0,+,Dubious,"GO:0008150,GO:0005575,GO:0003674"
YBR126W-B,YBR126W-B,2,490921.0,491064.0,143.0,+,Dubious,"GO:0008150,GO:0003674,GO:0005575"
VMA2,YBR127C,2,491263.0,492816.0,1553.0,-,Verified,"GO:0007035,GO:0000221,GO:0006874,GO:0046961,GO:0005737"
ATG14,YBR128C,2,493075.0,494109.0,1034.0,-,Verified,"GO:0016236,GO:0000300,GO:0000329,GO:0000407,GO:0016303,GO:0034271"
OPY1,YBR129C,2,494347.0,495333.0,986.0,-,Verified,"GO:0003674,GO:0000747,GO:0005737,GO:0005739"
SHE3,YBR130C,2,495586.0,496863.0,1277.0,-,Verified,"GO:0008298,GO:0003729,GO:0005737,GO:0048309,GO:0030478,GO:0007533"
CCZ1,YBR131W,2,497157.0,499271.0,2114.0,+,Verified,"GO:0006914,GO:0000046,GO:0016020,GO:0005770,GO:0005085,GO:0006623,GO:0007034,GO:0048278"
YBR131C-A,YBR131C-A,2,497644.0,497733.0,89.0,-,Dubious,"GO:0008150,GO:0003674,GO:0005575"
AGP2,YBR132C,2,499646.0,501436.0,1790.0,-,Verified,"GO:0005774,GO:0005887,GO:0006631,GO:0005789,GO:0006970,GO:0015226,GO:0015879,GO:0015171,GO:0006865,GO:0015203,GO:0015846,GO:0000723"
HSL7,YBR133C,2,501798.0,504281.0,2483.0,-,Verified,"GO:0000086,GO:0005935,GO:0051726,GO:0042054"
YBR134W,YBR134W,2,504237.0,504638.0,401.0,+,Dubious,"GO:0008150,GO:0003674,GO:0005575"
CKS1,YBR135W,2,504848.0,505300.0,452.0,+,Verified,"GO:0030295,GO:0005634,GO:0006350,GO:0051726,GO:0005737,GO:0043130,GO:0000307"
MEC1,YBR136W,2,505662.0,512768.0,7106.0,+,Verified,"GO:0000076,GO:0000077,GO:0005634,GO:0006310,GO:0006139,GO:0007131,GO:0004672,GO:0005739,GO:0000723,GO:0000722,GO:0016572,GO:0006975"
YBR137W,YBR137W,2,513038.0,513577.0,539.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005737"
YBR138C,YBR138C,2,513756.0,515330.0,1574.0,-,Uncharacterized,"GO:0003674,GO:0008150,GO:0005737"
YBR139W,YBR139W,2,515658.0,517184.0,1526.0,+,Verified,"GO:0000324,GO:0004186,GO:0017171,GO:0046938"
