orf_name,name,chr,start,stop,length,strand,orf_class,TSS,PAS,transcript_start,transcript_stop
YBR078W,ECM33,2,393118,394854,1736,+,Verified,392942.0,394888.0,392942,394888
YBR079C,RPG1,2,395377,398271,2894,-,Verified,398296.0,395288.0,395288,398296
YBR080C,SEC18,2,398608,400884,2276,-,Verified,400910.0,398458.0,398458,400910
YBR081C,SPT7,2,401247,405245,3998,-,Verified,405391.0,401099.0,401099,405391
YBR082C,UBC4,2,406622,407163,541,-,Verified,407228.0,406455.0,406455,407228
YBR083W,TEC1,2,409163,410623,1460,+,Verified,409116.0,410698.0,409116,410698
YBR084W,MIS1,2,411048,413975,2927,+,Verified,411034.0,414067.0,411034,414067
YBR084C-A,RPL19A,2,414180,415255,1075,-,Verified,415305.0,414063.0,414063,415305
YBR085W,AAC3,2,415977,416900,923,+,Verified,415913.0,417071.0,415913,417071
YBR085C-A,YBR085C-A,2,418901,419158,257,-,Uncharacterized,419187.0,418542.0,418542,419187
YBR086C,IST2,2,420195,423035,2840,-,Verified,423338.0,420072.0,420072,423338
YBR087W,RFC5,2,423759,424823,1064,+,Verified,423748.0,424883.0,423748,424883
YBR088C,POL30,2,424984,425760,776,-,Verified,425800.0,424917.0,424917,425800
YBR089W,YBR089W,2,425177,425776,599,+,Dubious,,,425177,425776
YBR089C-A,NHP6B,2,426184,426867,683,-,Verified,,426009.0,426009,426184
YBR090C,YBR090C,2,426327,427052,725,-,Uncharacterized,,426009.0,426009,426327
YBR091C,MRS5,2,427149,427478,329,-,Verified,427519.0,427055.0,427055,427519
YBR092C,PHO3,2,427692,429095,1403,-,Verified,429109.0,427641.0,427641,429109
YBR093C,PHO5,2,429542,430945,1403,-,Verified,430980.0,429486.0,429486,430980
YBR094W,PBY1,2,432030,434291,2261,+,Verified,431964.0,434396.0,431964,434396
YBR095C,RXT2,2,434400,435692,1292,-,Verified,435732.0,434308.0,434308,435732
YBR096W,YBR096W,2,436015,436707,692,+,Uncharacterized,435933.0,436775.0,435933,436775
YBR097W,VPS15,2,436945,441309,4364,+,Verified,436914.0,441388.0,436914,441388
YBR098W,MMS4,2,441509,443584,2075,+,Verified,441511.0,443739.0,441511,443739
YBR099C,YBR099C,2,442918,443301,383,-,Dubious,,,443301,442918
YBR101C,FES1,2,443815,444687,872,-,Verified,444759.0,443737.0,443737,444759
YBR102C,EXO84,2,445056,447317,2261,-,Verified,447348.0,444950.0,444950,447348
YBR103W,SIF2,2,447703,449310,1607,+,Verified,447543.0,449358.0,447543,449358
YBR103C-A,YBR103C-A,2,449314,449457,143,-,Dubious,,,449457,449314
YBR104W,YMC2,2,449661,450650,989,+,Verified,449573.0,450734.0,449573,450734
YBR105C,VID24,2,450875,451963,1088,-,Verified,451989.0,450715.0,450715,451989
YBR106W,PHO88,2,452652,453218,566,+,Verified,452619.0,453358.0,452619,453358
YBR107C,IML3,2,453787,454524,737,-,Verified,454545.0,,454524,454545
YBR108W,AIM3,2,454816,457659,2843,+,Uncharacterized,454801.0,457846.0,454801,457846
YBR109C,CMD1,2,457913,458356,443,-,Verified,458395.0,457718.0,457718,458395
YBR109W-A,YBR109W-A,2,458602,458826,224,+,Dubious,,,458602,458826
YBR110W,ALG1,2,458866,460215,1349,+,Verified,458651.0,460312.0,458651,460312
YBR111C,YSA1,2,461172,461867,695,-,Verified,461850.0,461101.0,461101,461850
YBR111W-A,SUS1,2,462133,462573,440,+,Verified,462132.0,462736.0,462132,462736
YBR112C,CYC8,2,462864,465764,2900,-,Verified,465958.0,462636.0,462636,465958
YBR113W,YBR113W,2,465560,466042,482,+,Dubious,,,465560,466042
YBR114W,RAD16,2,467242,469614,2372,+,Verified,467124.0,469673.0,467124,469673
YBR115C,LYS2,2,469742,473920,4178,-,Verified,474007.0,469605.0,469605,474007
YBR116C,YBR116C,2,474193,474720,527,-,Dubious,,,474720,474193
YBR117C,TKL2,2,474386,476431,2045,-,Verified,476668.0,474229.0,474229,476668
YBR118W,TEF2,2,477665,479041,1376,+,Verified,477643.0,479131.0,477643,479131
YBR119W,MUD1,2,479332,480317,985,+,Verified,479292.0,480461.0,479292,480461
YBR120C,CBP6,2,480429,480917,488,-,Verified,481000.0,480369.0,480369,481000
YBR121C,GRS1,2,481358,483361,2003,-,Verified,483438.0,481255.0,481255,483438
YBR121C-A,YBR121C-A,2,482320,482478,158,-,Dubious,,,482478,482320
YBR122C,MRPL36,2,483964,484497,533,-,Verified,484530.0,483768.0,483768,484530
YBR123C,TFC1,2,484736,486685,1949,-,Verified,486753.0,484671.0,484671,486753
YBR124W,YBR124W,2,486501,486860,359,+,Dubious,,,486501,486860
YBR125C,PTC4,2,487193,488374,1181,-,Verified,488553.0,487055.0,487055,488553
YBR126C,TPS1,2,488899,490386,1487,-,Verified,490493.0,488768.0,488768,490493
YBR126W-A,YBR126W-A,2,490844,491050,206,+,Dubious,,,490844,491050
YBR126W-B,YBR126W-B,2,490921,491064,143,+,Dubious,,,490921,491064
YBR127C,VMA2,2,491263,492816,1553,-,Verified,492880.0,491097.0,491097,492880
YBR128C,ATG14,2,493075,494109,1034,-,Verified,494141.0,492792.0,492792,494141
YBR129C,OPY1,2,494347,495333,986,-,Verified,495368.0,494213.0,494213,495368
YBR130C,SHE3,2,495586,496863,1277,-,Verified,496923.0,495473.0,495473,496923
YBR131W,CCZ1,2,497157,499271,2114,+,Verified,497113.0,499346.0,497113,499346
YBR131C-A,YBR131C-A,2,497644,497733,89,-,Dubious,,,497733,497644
YBR132C,AGP2,2,499646,501436,1790,-,Verified,501547.0,499346.0,499346,501547
YBR133C,HSL7,2,501798,504281,2483,-,Verified,504394.0,501657.0,501657,504394
YBR134W,YBR134W,2,504237,504638,401,+,Dubious,,,504237,504638
YBR135W,CKS1,2,504848,505300,452,+,Verified,504748.0,505504.0,504748,505504
YBR136W,MEC1,2,505662,512768,7106,+,Verified,505611.0,512964.0,505611,512964
YBR137W,YBR137W,2,513038,513577,539,+,Uncharacterized,512946.0,513674.0,512946,513674
YBR138C,YBR138C,2,513756,515330,1574,-,Uncharacterized,515399.0,513607.0,513607,515399
YBR139W,YBR139W,2,515658,517184,1526,+,Verified,515653.0,517217.0,515653,517217
YBR140C,IRA1,2,517344,526622,9278,-,Verified,,517233.0,517233,517344
YBR141C,YBR141C,2,527019,528032,1013,-,Uncharacterized,528052.0,526858.0,526858,528052
YBR141W-A,YBR141W-A,2,527161,527256,95,+,Dubious,,,527161,527256
YBR142W,MAK5,2,528311,530632,2321,+,Verified,528264.0,530639.0,528264,530639
YBR143C,SUP45,2,530863,532176,1313,-,Verified,532215.0,530729.0,530729,532215
YBR144C,YBR144C,2,533229,533543,314,-,Dubious,,,533543,533229
YBR145W,ADH5,2,533756,534811,1055,+,Verified,533715.0,534912.0,533715,534912
YBR146W,MRPS9,2,535254,536090,836,+,Verified,535191.0,536312.0,535191,536312
YBR147W,RTC2,2,536569,537459,890,+,Uncharacterized,,537488.0,536569,537488
YBR148W,YSW1,2,537870,539699,1829,+,Verified,537683.0,539781.0,537683,539781
YBR149W,ARA1,2,539981,541015,1034,+,Verified,539912.0,541112.0,539912,541112
YBR150C,TBS1,2,541203,544487,3284,-,Verified,544518.0,541137.0,541137,544518
YBR151W,APD1,2,545022,545972,950,+,Verified,544909.0,546102.0,544909,546102
YBR152W,SPP381,2,546370,547245,875,+,Verified,546316.0,,546316,547245
YBR153W,RIB7,2,547454,548188,734,+,Verified,547404.0,548235.0,547404,548235
YBR154C,RPB5,2,548356,549003,647,-,Verified,549094.0,548260.0,548260,549094
YBR155W,CNS1,2,549765,550922,1157,+,Verified,549720.0,551012.0,549720,551012
YBR156C,SLI15,2,551098,553194,2096,-,Verified,553231.0,550921.0,550921,553231
YBR157C,ICS2,2,553537,554304,767,-,Verified,554376.0,553412.0,553412,554376
YBR158W,AMN1,2,556543,558192,1649,+,Verified,556280.0,558342.0,556280,558342
YBR159W,IFA38,2,558679,559722,1043,+,Verified,558654.0,559809.0,558654,559809
YBR160W,CDC28,2,560072,560968,896,+,Verified,559941.0,561062.0,559941,561062
YBR161W,CSH1,2,561629,562759,1130,+,Verified,561401.0,563023.0,561401,563023
YBR162C,TOS1,2,563198,564565,1367,-,Verified,564803.0,562894.0,562894,564803
YBR162W-A,YSY6,2,565226,565423,197,+,Verified,565191.0,565521.0,565191,565521
YBR163W,DEM1,2,565718,567475,1757,+,Verified,565634.0,567531.0,565634,567531
YBR164C,ARL1,2,567870,568421,551,-,Verified,568540.0,567768.0,567768,568540
YBR165W,UBS1,2,568847,569680,833,+,Verified,568755.0,569726.0,568755,569726
YBR166C,TYR1,2,569837,571195,1358,-,Verified,571247.0,569748.0,569748,571247
YBR167C,POP7,2,571463,571885,422,-,Verified,571921.0,571395.0,571395,571921
YBR168W,PEX32,2,572366,573607,1241,+,Verified,572239.0,573775.0,572239,573775
YBR169C,SSE2,2,573910,575991,2081,-,Verified,,573734.0,573734,573910
YBR170C,NPL4,2,576339,578081,1742,-,Verified,578154.0,576209.0,576209,578154
YBR171W,SEC66,2,578359,578979,620,+,Verified,578333.0,579060.0,578333,579060
YBR172C,SMY2,2,579145,581367,2222,-,Verified,581478.0,579007.0,579007,581478
YBR173C,UMP1,2,581721,582167,446,-,Verified,582195.0,581577.0,581577,582195
YBR174C,YBR174C,2,582333,582647,314,-,Dubious,,,582647,582333
YBR175W,SWD3,2,582403,583350,947,+,Verified,582390.0,583453.0,582390,583453
YBR176W,ECM31,2,583715,584653,938,+,Verified,583581.0,584798.0,583581,584798
YBR177C,EHT1,2,584802,586157,1355,-,Verified,586188.0,584679.0,584679,586188
YBR178W,YBR178W,2,586066,586440,374,+,Dubious,,,586066,586440
YBR179C,FZO1,2,586542,589109,2567,-,Verified,589174.0,586486.0,586486,589174
YBR180W,DTR1,2,589736,591454,1718,+,Verified,,,589736,591454
YBR181C,RPS6B,2,591707,592769,1062,-,Verified,592822.0,591625.0,591625,592822
YBR182C,SMP1,2,593501,594859,1358,-,Verified,595022.0,593195.0,593195,595022
YBR182C-A,YBR182C-A,2,595356,595550,194,-,Uncharacterized,,,595550,595356
YBR183W,YPC1,2,596110,597060,950,+,Verified,595901.0,597123.0,595901,597123
YBR184W,YBR184W,2,597358,598929,1571,+,Uncharacterized,597358.0,599072.0,597358,599072
YBR185C,MBA1,2,599118,599954,836,-,Verified,599973.0,598999.0,598999,599973
YBR186W,PCH2,2,600548,602355,1807,+,Verified,,,600548,602355
YBR187W,GDT1,2,602629,603471,842,+,Uncharacterized,602545.0,603609.0,602545,603609
YBR188C,NTC20,2,603680,604102,422,-,Verified,604177.0,603525.0,603525,604177
YBR189W,RPS9B,2,604503,605503,1000,+,Verified,604465.0,605573.0,604465,605573
YBR190W,YBR190W,2,605961,606272,311,+,Dubious,,,605961,606272
YBR191W,RPL21A,2,606265,607135,870,+,Verified,606215.0,607237.0,606215,607237
YBR191W-A,YBR191W-A,2,607144,607218,74,+,Dubious,,,607144,607218
YBR192W,RIM2,2,607647,608780,1133,+,Verified,607497.0,609050.0,607497,609050
YBR193C,MED8,2,609077,609748,671,-,Verified,609808.0,608842.0,608842,609808
YBR194W,AIM4,2,610033,610404,371,+,Uncharacterized,609964.0,610560.0,609964,610560
YBR195C,MSI1,2,610609,611877,1268,-,Verified,611870.0,610485.0,610485,611870
YBR196C,PGI1,2,612231,613895,1664,-,Verified,613930.0,612067.0,612067,613930
YBR196C-A,YBR196C-A,2,614019,614168,149,-,Uncharacterized,,613882.0,613882,614019
YBR196C-B,YBR196C-B,2,614521,614625,104,-,Uncharacterized,,,614625,614521
YBR197C,YBR197C,2,615198,615851,653,-,Uncharacterized,615874.0,,615851,615874
YBR198C,TAF5,2,616122,618518,2396,-,Verified,618592.0,616031.0,616031,618592
YBR199W,KTR4,2,618904,620298,1394,+,Verified,618811.0,620426.0,618811,620426
YBR200W,BEM1,2,620867,622522,1655,+,Verified,620812.0,622744.0,620812,622744
YBR200W-A,YBR200W-A,2,622978,623142,164,+,Uncharacterized,,,622978,623142
YBR201W,DER1,2,623572,624207,635,+,Verified,623435.0,624331.0,623435,624331
YBR201C-A,YBR201C-A,2,624489,624692,203,-,Uncharacterized,624838.0,624241.0,624241,624838
YBR202W,MCM7,2,625767,628304,2537,+,Verified,625737.0,628469.0,625737,628469
YBR203W,COS111,2,629163,631937,2774,+,Verified,628860.0,632167.0,628860,632167
YBR204C,YBR204C,2,632249,633376,1127,-,Uncharacterized,633438.0,631988.0,631988,633438
YBR205W,KTR3,2,633617,634831,1214,+,Verified,633570.0,635009.0,633570,635009
YBR206W,YBR206W,2,634596,634919,323,+,Dubious,,,634596,634919
YBR207W,FTH1,2,635141,636538,1397,+,Verified,635089.0,636677.0,635089,636677
YBR208C,DUR1%2C2,2,636698,642205,5507,-,Verified,,636567.0,636567,636698
YBR209W,YBR209W,2,642578,642895,317,+,Dubious,,,642578,642895
YBR210W,ERV15,2,645545,645973,428,+,Verified,645507.0,646212.0,645507,646212
YBR211C,AME1,2,646153,647127,974,-,Verified,647240.0,646026.0,646026,647240
YBR212W,NGR1,2,647881,649899,2018,+,Verified,647475.0,650105.0,647475,650105
YBR213W,MET8,2,650363,651187,824,+,Verified,650211.0,651310.0,650211,651310
YBR214W,SDS24,2,651410,652993,1583,+,Verified,,653186.0,651410,653186
YBR215W,HPC2,2,653351,655312,1961,+,Verified,653310.0,655420.0,653310,655420
YBR216C,YBP1,2,655571,657595,2024,-,Verified,657628.0,655278.0,655278,657628
YBR217W,ATG12,2,657827,658387,560,+,Verified,657780.0,658715.0,657780,658715
YBR218C,PYC2,2,658702,662244,3542,-,Verified,662306.0,658586.0,658586,662306
YBR219C,YBR219C,2,662494,663298,804,-,Uncharacterized,,,663298,662494
YBR220C,YBR220C,2,662990,664672,1682,-,Uncharacterized,664739.0,662851.0,662851,664739
YBR221C,PDB1,2,665148,666248,1100,-,Verified,666451.0,664904.0,664904,666451
YBR221W-A,YBR221W-A,2,666533,666637,104,+,Uncharacterized,,,666533,666637
YBR222C,PCS60,2,666715,668346,1631,-,Verified,668373.0,666601.0,666601,668373
YBR223C,TDP1,2,668658,670292,1634,-,Verified,670318.0,668419.0,668419,670318
YBR223W-A,YBR223W-A,2,668716,668835,119,+,Dubious,,,668716,668835
YBR224W,YBR224W,2,670120,670635,515,+,Dubious,,,670120,670635
YBR225W,YBR225W,2,670622,673324,2702,+,Uncharacterized,670487.0,673580.0,670487,673580
YBR226C,YBR226C,2,673150,673560,410,-,Dubious,,,673560,673150
YBR227C,MCX1,2,673567,675129,1562,-,Verified,675187.0,673509.0,673509,675187
YBR228W,SLX1,2,675308,676222,914,+,Verified,675308.0,676316.0,675308,676316
YBR229C,ROT2,2,676352,679216,2864,-,Verified,679223.0,676221.0,676221,679223
YBR230C,OM14,2,679544,680045,501,-,Verified,680083.0,679456.0,679456,680083
YBR230W-A,YBR230W-A,2,680357,680557,200,+,Uncharacterized,680293.0,680702.0,680293,680702
YBR231C,SWC5,2,682174,683085,911,-,Verified,683142.0,682135.0,682135,683142
YBR232C,YBR232C,2,683368,683727,359,-,Dubious,,,683727,683368
YBR233W,PBP2,2,683423,684664,1241,+,Verified,683295.0,684834.0,683295,684834
YBR233W-A,DAD3,2,684972,685256,284,+,Verified,684953.0,685463.0,684953,685463
YBR234C,ARC40,2,685433,686587,1154,-,Verified,686633.0,685355.0,685355,686633
YBR235W,YBR235W,2,686896,690258,3362,+,Uncharacterized,686815.0,690355.0,686815,690355
YBR236C,ABD1,2,690378,691688,1310,-,Verified,691726.0,690262.0,690262,691726
YBR237W,PRP5,2,691964,694513,2549,+,Verified,691920.0,694606.0,691920,694606
YBR238C,YBR238C,2,695102,697297,2195,-,Verified,697297.0,695088.0,695088,697297
YBR239C,ERT1,2,698349,699938,1589,-,Uncharacterized,700088.0,698260.0,698260,700088
YBR240C,THI2,2,700485,701837,1352,-,Verified,,700256.0,700256,700485
YBR241C,YBR241C,2,702584,704050,1466,-,Uncharacterized,704277.0,702517.0,702517,704277
YBR242W,YBR242W,2,704665,705381,716,+,Uncharacterized,704497.0,705448.0,704497,705448
YBR243C,ALG7,2,705442,706788,1346,-,Verified,706820.0,705384.0,705384,706820
YBR244W,GPX2,2,707523,708011,488,+,Verified,707487.0,708131.0,707487,708131
YBR245C,ISW1,2,708145,711534,3389,-,Verified,711380.0,708049.0,708049,711380
YBR246W,YBR246W,2,711586,712749,1163,+,Uncharacterized,711543.0,712889.0,711543,712889
YBR247C,ENP1,2,712999,714450,1451,-,Verified,714471.0,712882.0,712882,714471
YBR248C,HIS7,2,714802,716460,1658,-,Verified,716548.0,714731.0,714731,716548
YBR249C,ARO4,2,716877,717989,1112,-,Verified,718079.0,716789.0,716789,718079
YBR250W,SPO23,2,719028,720599,1571,+,Verified,,720679.0,719028,720679
YBR251W,MRPS5,2,721385,722308,923,+,Verified,721317.0,722389.0,721317,722389
YBR252W,DUT1,2,722606,723049,443,+,Verified,722588.0,723122.0,722588,723122
YBR253W,SRB6,2,723265,723630,365,+,Verified,723204.0,723722.0,723204,723722
YBR254C,TRS20,2,723731,724258,527,-,Verified,724266.0,723562.0,723562,724266
YBR255W,MTC4,2,724451,726535,2084,+,Uncharacterized,724428.0,726602.0,724428,726602
YBR255C-A,YBR255C-A,2,726613,727069,456,-,Uncharacterized,727093.0,726502.0,726502,727093
YBR256C,RIB5,2,727381,728097,716,-,Verified,728132.0,727317.0,727317,728132
YBR257W,POP4,2,728880,729719,839,+,Verified,728849.0,729776.0,728849,729776
YBR258C,SHG1,2,729729,730157,428,-,Verified,730190.0,729661.0,729661,730190
YBR259W,YBR259W,2,730382,732448,2066,+,Uncharacterized,730333.0,732583.0,730333,732583
YBR260C,RGD1,2,732634,734634,2000,-,Verified,734671.0,732532.0,732532,734671
YBR261C,YBR261C,2,734827,735525,698,-,Uncharacterized,735550.0,734699.0,734699,735550
YBR262C,AIM5,2,735715,736035,320,-,Uncharacterized,736070.0,735601.0,735601,736070
YBR263W,SHM1,2,736259,737731,1472,+,Verified,736219.0,737801.0,736219,737801
YBR264C,YPT10,2,737765,738364,599,-,Verified,738402.0,737728.0,737728,738402
YBR265W,TSC10,2,738577,739539,962,+,Verified,738541.0,739682.0,738541,739682
YBR267W,REI1,2,739836,741017,1181,+,Verified,739819.0,741137.0,739819,741137
YBR266C,SLM6,2,739931,740383,452,-,Dubious,,,740383,739931
YBR268W,MRPL37,2,741294,741611,317,+,Verified,741280.0,741711.0,741280,741711
YBR269C,FMP21,2,742155,742571,416,-,Uncharacterized,742592.0,741999.0,741999,742592
YBR270C,BIT2,2,742756,744393,1637,-,Uncharacterized,744695.0,742718.0,742718,744695
YBR271W,YBR271W,2,744847,746106,1259,+,Uncharacterized,744830.0,746272.0,744830,746272
YBR272C,HSM3,2,746356,747798,1442,-,Verified,747825.0,746173.0,746173,747825
YBR273C,UBX7,2,748056,749366,1310,-,Verified,749397.0,747949.0,747949,749397
YBR274W,CHK1,2,749589,751172,1583,+,Verified,749553.0,751333.0,749553,751333
YBR275C,RIF1,2,751351,757101,5750,-,Verified,757215.0,751211.0,751211,757215
YBR276C,PPS1,2,757616,760039,2423,-,Verified,760134.0,757540.0,757540,760134
YBR277C,YBR277C,2,760211,760612,401,-,Dubious,,,760612,760211
YBR278W,DPB3,2,760290,760895,605,+,Verified,760272.0,760987.0,760272,760987
YBR279W,PAF1,2,761253,762590,1337,+,Verified,761225.0,762708.0,761225,762708
YBR280C,SAF1,2,762780,764693,1913,-,Verified,764696.0,762604.0,762604,764696
YBR281C,DUG2,2,764966,767602,2636,-,Verified,767651.0,764856.0,764856,767651
YBR282W,MRPL27,2,768236,768676,440,+,Verified,768197.0,768797.0,768197,768797
YBR283C,SSH1,2,768939,770411,1472,-,Verified,770564.0,768787.0,768787,770564
YBR284W,YBR284W,2,771235,773628,2393,+,Uncharacterized,771223.0,773796.0,771223,773796
YBR285W,YBR285W,2,773918,774352,434,+,Uncharacterized,773735.0,,773735,774352
YBR286W,APE3,2,774696,776309,1613,+,Verified,774683.0,776375.0,774683,776375
YBR287W,YBR287W,2,776567,777850,1283,+,Uncharacterized,776534.0,777964.0,776534,777964
YBR288C,APM3,2,778008,779459,1451,-,Verified,779517.0,777942.0,777942,779517
YBR289W,SNF5,2,779663,782380,2717,+,Verified,779634.0,782438.0,779634,782438
YBR290W,BSD2,2,782587,783552,965,+,Verified,782580.0,783657.0,782580,783657
YBR291C,CTP1,2,783669,784568,899,-,Verified,784604.0,783623.0,783623,784604
YBR292C,YBR292C,2,784698,785069,371,-,Dubious,,,785069,784698
YBR293W,VBA2,2,787001,788425,1424,+,Verified,787101.0,788640.0,787101,788640
YBR294W,SUL1,2,789230,791809,2579,+,Verified,789000.0,,789000,791809
YBR295W,PCA1,2,792843,796493,3650,+,Verified,792826.0,796615.0,792826,796615
YBR296C,PHO89,2,796792,798516,1724,-,Verified,798582.0,796514.0,796514,798582
YBR296C-A,YBR296C-A,2,800117,800236,119,-,Uncharacterized,800187.0,,800236,800187
YBR297W,MAL33,2,800517,801923,1406,+,Verified,800478.0,802160.0,800478,802160
YBR298C,MAL31,2,802625,804469,1844,-,Verified,,802538.0,802538,802625
YBR298C-A,YBR298C-A,2,805029,805250,221,-,Uncharacterized,805444.0,,805250,805444
YBR299W,MAL32,2,805345,807099,1754,+,Verified,805135.0,,805135,807099
YBR300C,YBR300C,2,808594,809091,497,-,Dubious,,,809091,808594
YBR301W,DAN3,2,809051,809413,362,+,Verified,,,809051,809413
YBR302C,COS2,2,810334,811473,1139,-,Verified,811480.0,810277.0,810277,811480
YCL076W,YCL076W,3,1392,2135,743,+,Dubious,,,1392,2135
YCL073C,YCL073C,3,6479,8326,1847,-,Uncharacterized,,,8326,6479
YCL069W,VBA3,3,9706,11082,1376,+,Verified,,,9706,11082
YCL068C,YCL068C,3,11503,12285,782,-,Uncharacterized,,,12285,11503
YCL067C,HMLALPHA2,3,12386,13018,632,-,Verified,12887.0,12297.0,12297,12887
YCL066W,HMLALPHA1,3,13282,13809,527,+,Verified,,,13282,13809
YCL065W,YCL065W,3,13751,14119,368,+,Dubious,,,13751,14119
YCL064C,CHA1,3,15798,16880,1082,-,Verified,16890.0,15712.0,15712,16890
YCL063W,VAC17,3,17290,18561,1271,+,Verified,17274.0,18693.0,17274,18693
YCL061C,MRC1,3,18816,22106,3290,-,Verified,22154.0,18624.0,18624,22154
YCL059C,KRR1,3,22429,23379,950,-,Verified,23404.0,22318.0,22318,23404
YCL058C,FYV5,3,23523,23981,458,-,Dubious,,,23981,23523
YCL058W-A,YCL058W-A,3,23584,23925,341,+,Uncharacterized,23562.0,23990.0,23562,23990
YCL057C-A,YCL057C-A,3,24032,24325,293,-,Uncharacterized,24352.0,23904.0,23904,24352
YCL057W,PRD1,3,24768,26906,2138,+,Verified,24782.0,27035.0,24782,27035
YCL056C,YCL056C,3,26925,27359,434,-,Uncharacterized,27390.0,26897.0,26897,27390
YCL055W,KAR4,3,27929,28936,1007,+,Verified,27923.0,29019.0,27923,29019
YCL054W,SPB1,3,31449,33974,2525,+,Verified,31432.0,34078.0,31432,34078
YCL052C,PBN1,3,34143,35393,1250,-,Verified,35426.0,33985.0,33985,35426
YCL051W,LRE1,3,35865,37616,1751,+,Verified,35584.0,37662.0,35584,37662
YCL050C,APA1,3,37836,38801,965,-,Verified,38863.0,37722.0,37722,38863
YCL049C,YCL049C,3,39786,40724,938,-,Uncharacterized,40779.0,39603.0,39603,40779
YCL048W-A,YCL048W-A,3,41488,41727,239,+,Uncharacterized,,41961.0,41488,41961
YCL048W,SPS22,3,42165,43556,1391,+,Verified,,,42165,43556
YCL047C,YCL047C,3,43661,44437,776,-,Uncharacterized,44457.0,43574.0,43574,44457
YCL045C,YCL045C,3,44623,46905,2282,-,Uncharacterized,46945.0,44562.0,44562,46945
YCL046W,YCL046W,3,46640,46963,323,+,Dubious,,,46640,46963
YCL044C,MGR1,3,47111,48364,1253,-,Verified,48405.0,46937.0,46937,48405
YCL043C,PDI1,3,48653,50221,1568,-,Verified,50258.0,48590.0,48590,50258
YCL041C,YCL041C,3,50133,50627,494,-,Dubious,,,50627,50133
YCL042W,YCL042W,3,50584,50943,359,+,Uncharacterized,50405.0,,50405,50943
YCL040W,GLK1,3,50838,52340,1502,+,Verified,50809.0,52518.0,50809,52518
YCL039W,GID7,3,52645,54882,2237,+,Verified,52625.0,54924.0,52625,54924
YCL038C,ATG22,3,54941,56527,1586,-,Verified,56583.0,54863.0,54863,56583
YCL037C,SRO9,3,57374,58678,1304,-,Verified,58745.0,57287.0,57287,58745
YCL036W,GFD2,3,59026,60726,1700,+,Verified,58972.0,60822.0,58972,60822
