name,orf_name,chr,start,stop,length,strand,orf_class
PYC2,YBR218C,2,658702,662244,3542,-,Verified
YBR219C,YBR219C,2,662494,663298,804,-,Uncharacterized
YBR220C,YBR220C,2,662990,664672,1682,-,Uncharacterized
PDB1,YBR221C,2,665148,666248,1100,-,Verified
YBR221W-A,YBR221W-A,2,666533,666637,104,+,Uncharacterized
PCS60,YBR222C,2,666715,668346,1631,-,Verified
TDP1,YBR223C,2,668658,670292,1634,-,Verified
YBR223W-A,YBR223W-A,2,668716,668835,119,+,Dubious
YBR224W,YBR224W,2,670120,670635,515,+,Dubious
YBR225W,YBR225W,2,670622,673324,2702,+,Uncharacterized
YBR226C,YBR226C,2,673150,673560,410,-,Dubious
MCX1,YBR227C,2,673567,675129,1562,-,Verified
SLX1,YBR228W,2,675308,676222,914,+,Verified
ROT2,YBR229C,2,676352,679216,2864,-,Verified
OM14,YBR230C,2,679544,680045,501,-,Verified
YBR230W-A,YBR230W-A,2,680357,680557,200,+,Uncharacterized
SWC5,YBR231C,2,682174,683085,911,-,Verified
YBR232C,YBR232C,2,683368,683727,359,-,Dubious
PBP2,YBR233W,2,683423,684664,1241,+,Verified
DAD3,YBR233W-A,2,684972,685256,284,+,Verified
ARC40,YBR234C,2,685433,686587,1154,-,Verified
YBR235W,YBR235W,2,686896,690258,3362,+,Uncharacterized
ABD1,YBR236C,2,690378,691688,1310,-,Verified
PRP5,YBR237W,2,691964,694513,2549,+,Verified
YBR238C,YBR238C,2,695102,697297,2195,-,Verified
ERT1,YBR239C,2,698349,699938,1589,-,Uncharacterized
THI2,YBR240C,2,700485,701837,1352,-,Verified
YBR241C,YBR241C,2,702584,704050,1466,-,Uncharacterized
YBR242W,YBR242W,2,704665,705381,716,+,Uncharacterized
ALG7,YBR243C,2,705442,706788,1346,-,Verified
GPX2,YBR244W,2,707523,708011,488,+,Verified
ISW1,YBR245C,2,708145,711534,3389,-,Verified
YBR246W,YBR246W,2,711586,712749,1163,+,Uncharacterized
ENP1,YBR247C,2,712999,714450,1451,-,Verified
HIS7,YBR248C,2,714802,716460,1658,-,Verified
ARO4,YBR249C,2,716877,717989,1112,-,Verified
SPO23,YBR250W,2,719028,720599,1571,+,Verified
MRPS5,YBR251W,2,721385,722308,923,+,Verified
DUT1,YBR252W,2,722606,723049,443,+,Verified
SRB6,YBR253W,2,723265,723630,365,+,Verified
TRS20,YBR254C,2,723731,724258,527,-,Verified
MTC4,YBR255W,2,724451,726535,2084,+,Uncharacterized
YBR255C-A,YBR255C-A,2,726613,727069,456,-,Uncharacterized
RIB5,YBR256C,2,727381,728097,716,-,Verified
POP4,YBR257W,2,728880,729719,839,+,Verified
SHG1,YBR258C,2,729729,730157,428,-,Verified
YBR259W,YBR259W,2,730382,732448,2066,+,Uncharacterized
RGD1,YBR260C,2,732634,734634,2000,-,Verified
YBR261C,YBR261C,2,734827,735525,698,-,Uncharacterized
AIM5,YBR262C,2,735715,736035,320,-,Uncharacterized
SHM1,YBR263W,2,736259,737731,1472,+,Verified
YPT10,YBR264C,2,737765,738364,599,-,Verified
TSC10,YBR265W,2,738577,739539,962,+,Verified
REI1,YBR267W,2,739836,741017,1181,+,Verified
SLM6,YBR266C,2,739931,740383,452,-,Dubious
MRPL37,YBR268W,2,741294,741611,317,+,Verified
FMP21,YBR269C,2,742155,742571,416,-,Uncharacterized
BIT2,YBR270C,2,742756,744393,1637,-,Uncharacterized
YBR271W,YBR271W,2,744847,746106,1259,+,Uncharacterized
HSM3,YBR272C,2,746356,747798,1442,-,Verified
UBX7,YBR273C,2,748056,749366,1310,-,Verified
CHK1,YBR274W,2,749589,751172,1583,+,Verified
RIF1,YBR275C,2,751351,757101,5750,-,Verified
PPS1,YBR276C,2,757616,760039,2423,-,Verified
YBR277C,YBR277C,2,760211,760612,401,-,Dubious
DPB3,YBR278W,2,760290,760895,605,+,Verified
PAF1,YBR279W,2,761253,762590,1337,+,Verified
SAF1,YBR280C,2,762780,764693,1913,-,Verified
DUG2,YBR281C,2,764966,767602,2636,-,Verified
MRPL27,YBR282W,2,768236,768676,440,+,Verified
SSH1,YBR283C,2,768939,770411,1472,-,Verified
YBR284W,YBR284W,2,771235,773628,2393,+,Uncharacterized
YBR285W,YBR285W,2,773918,774352,434,+,Uncharacterized
APE3,YBR286W,2,774696,776309,1613,+,Verified
YBR287W,YBR287W,2,776567,777850,1283,+,Uncharacterized
APM3,YBR288C,2,778008,779459,1451,-,Verified
SNF5,YBR289W,2,779663,782380,2717,+,Verified
BSD2,YBR290W,2,782587,783552,965,+,Verified
CTP1,YBR291C,2,783669,784568,899,-,Verified
YBR292C,YBR292C,2,784698,785069,371,-,Dubious
VBA2,YBR293W,2,787001,788425,1424,+,Verified
SUL1,YBR294W,2,789230,791809,2579,+,Verified
PCA1,YBR295W,2,792843,796493,3650,+,Verified
PHO89,YBR296C,2,796792,798516,1724,-,Verified
YBR296C-A,YBR296C-A,2,800117,800236,119,-,Uncharacterized
MAL33,YBR297W,2,800517,801923,1406,+,Verified
MAL31,YBR298C,2,802625,804469,1844,-,Verified
YBR298C-A,YBR298C-A,2,805029,805250,221,-,Uncharacterized
MAL32,YBR299W,2,805345,807099,1754,+,Verified
YBR300C,YBR300C,2,808594,809091,497,-,Dubious
DAN3,YBR301W,2,809051,809413,362,+,Verified
COS2,YBR302C,2,810334,811473,1139,-,Verified
YCL076W,YCL076W,3,1392,2135,743,+,Dubious
YCL073C,YCL073C,3,6479,8326,1847,-,Uncharacterized
VBA3,YCL069W,3,9706,11082,1376,+,Verified
YCL068C,YCL068C,3,11503,12285,782,-,Uncharacterized
HMLALPHA2,YCL067C,3,12386,13018,632,-,Verified
HMLALPHA1,YCL066W,3,13282,13809,527,+,Verified
YCL065W,YCL065W,3,13751,14119,368,+,Dubious
CHA1,YCL064C,3,15798,16880,1082,-,Verified
VAC17,YCL063W,3,17290,18561,1271,+,Verified
MRC1,YCL061C,3,18816,22106,3290,-,Verified
KRR1,YCL059C,3,22429,23379,950,-,Verified
FYV5,YCL058C,3,23523,23981,458,-,Dubious
YCL058W-A,YCL058W-A,3,23584,23925,341,+,Uncharacterized
YCL057C-A,YCL057C-A,3,24032,24325,293,-,Uncharacterized
PRD1,YCL057W,3,24768,26906,2138,+,Verified
YCL056C,YCL056C,3,26925,27359,434,-,Uncharacterized
KAR4,YCL055W,3,27929,28936,1007,+,Verified
SPB1,YCL054W,3,31449,33974,2525,+,Verified
PBN1,YCL052C,3,34143,35393,1250,-,Verified
LRE1,YCL051W,3,35865,37616,1751,+,Verified
APA1,YCL050C,3,37836,38801,965,-,Verified
YCL049C,YCL049C,3,39786,40724,938,-,Uncharacterized
YCL048W-A,YCL048W-A,3,41488,41727,239,+,Uncharacterized
SPS22,YCL048W,3,42165,43556,1391,+,Verified
YCL047C,YCL047C,3,43661,44437,776,-,Uncharacterized
YCL045C,YCL045C,3,44623,46905,2282,-,Uncharacterized
YCL046W,YCL046W,3,46640,46963,323,+,Dubious
MGR1,YCL044C,3,47111,48364,1253,-,Verified
PDI1,YCL043C,3,48653,50221,1568,-,Verified
YCL041C,YCL041C,3,50133,50627,494,-,Dubious
YCL042W,YCL042W,3,50584,50943,359,+,Uncharacterized
GLK1,YCL040W,3,50838,52340,1502,+,Verified
GID7,YCL039W,3,52645,54882,2237,+,Verified
ATG22,YCL038C,3,54941,56527,1586,-,Verified
SRO9,YCL037C,3,57374,58678,1304,-,Verified
GFD2,YCL036W,3,59026,60726,1700,+,Verified
GRX1,YCL035C,3,60841,61173,332,-,Verified
LSB5,YCL034W,3,61658,62722,1064,+,Verified
YCL033C,YCL033C,3,62776,63282,506,-,Uncharacterized
STE50,YCL032W,3,63441,64481,1040,+,Verified
RRP7,YCL031C,3,64675,65568,893,-,Verified
HIS4,YCL030C,3,65934,68333,2399,-,Verified
BIK1,YCL029C,3,68599,69921,1322,-,Verified
RNQ1,YCL028W,3,70150,71367,1217,+,Verified
FUS1,YCL027W,3,71803,73341,1538,+,Verified
HBN1,YCL026C-B,3,73405,73986,581,-,Uncharacterized
FRM2,YCL026C-A,3,74704,75285,581,-,Verified
AGP1,YCL025C,3,76018,77919,1901,-,Verified
YCL023C,YCL023C,3,78949,79296,347,-,Dubious
KCC4,YCL024W,3,79162,82275,3113,+,Verified
YCL022C,YCL022C,3,81570,82085,515,-,Dubious
YCL021W-A,YCL021W-A,3,83620,83997,377,+,Uncharacterized
LEU2,YCL018W,3,91324,92418,1094,+,Verified
NFS1,YCL017C,3,92777,94270,1493,-,Verified
DCC1,YCL016C,3,94621,95763,1142,-,Verified
BUD3,YCL014W,3,96281,101191,4910,+,Verified
YCL012C,YCL012C,3,101317,101788,471,-,Verified
GBP2,YCL011C,3,102075,103358,1283,-,Verified
SGF29,YCL010C,3,103571,104350,779,-,Verified
ILV6,YCL009C,3,104619,105548,929,-,Verified
STP22,YCL008C,3,105696,106853,1157,-,Verified
YCL007C,YCL007C,3,106974,107366,392,-,Dubious
VMA9,YCL005W-A,3,107023,107417,394,+,Verified
LDB16,YCL005W,3,108021,108791,770,+,Verified
PGS1,YCL004W,3,109105,110670,1565,+,Verified
YCL002C,YCL002C,3,110843,111674,831,-,Uncharacterized
RER1,YCL001W,3,111914,112480,566,+,Verified
YCL001W-A,YCL001W-A,3,113078,113539,461,+,Uncharacterized
YCL001W-B,YCL001W-B,3,113768,114022,254,+,Uncharacterized
YCR001W,YCR001W,3,115683,115997,314,+,Dubious
CDC10,YCR002C,3,117378,118346,968,-,Verified
MRPL32,YCR003W,3,118618,119169,551,+,Verified
YCP4,YCR004C,3,119573,120316,743,-,Verified
CIT2,YCR005C,3,120944,122326,1382,-,Verified
YCR006C,YCR006C,3,122528,123001,473,-,Dubious
YCR007C,YCR007C,3,126009,126728,719,-,Uncharacterized
SAT4,YCR008W,3,128468,130279,1811,+,Verified
RVS161,YCR009C,3,130743,131540,797,-,Verified
ADY2,YCR010C,3,132271,133122,851,-,Verified
ADP1,YCR011C,3,133722,136871,3149,-,Verified
PGK1,YCR012W,3,137744,138994,1250,+,Verified
YCR013C,YCR013C,3,138400,139047,647,-,Dubious
POL4,YCR014C,3,139183,140931,1748,-,Verified
YCR015C,YCR015C,3,141215,142168,953,-,Uncharacterized
YCR016W,YCR016W,3,143632,144504,872,+,Uncharacterized
CWH43,YCR017C,3,144771,147632,2861,-,Verified
SRD1,YCR018C,3,148236,148901,665,-,Verified
YCR018C-A,YCR018C-A,3,151606,151860,254,-,Dubious
MAK32,YCR019W,3,152835,153926,1091,+,Verified
PET18,YCR020C,3,154010,154657,647,-,Verified
MAK31,YCR020C-A,3,154828,155094,266,-,Verified
HTL1,YCR020W-B,3,155318,155554,236,+,Verified
HSP30,YCR021C,3,156105,157103,998,-,Verified
YCR022C,YCR022C,3,157417,157761,344,-,Dubious
YCR023C,YCR023C,3,158534,160369,1835,-,Verified
SLM5,YCR024C,3,160740,162218,1478,-,Verified
YCR024C-B,YCR024C-B,3,162595,162861,266,-,Uncharacterized
PMP1,YCR024C-A,3,162941,163063,122,-,Verified
YCR025C,YCR025C,3,163442,163852,410,-,Dubious
NPP1,YCR026C,3,164107,166335,2228,-,Verified
RHB1,YCR027C,3,167366,167995,629,-,Verified
FEN2,YCR028C,3,170882,172420,1538,-,Verified
RIM1,YCR028C-A,3,172946,173436,490,-,Verified
SYP1,YCR030C,3,173822,176434,2612,-,Verified
RPS14A,YCR031C,3,177496,178216,720,-,Verified
BPH1,YCR032W,3,179516,186019,6503,+,Verified
SNT1,YCR033W,3,186485,190165,3680,+,Verified
FEN1,YCR034W,3,190588,191631,1043,+,Verified
RRP43,YCR035C,3,191830,193014,1184,-,Verified
RBK1,YCR036W,3,193293,194294,1001,+,Verified
PHO87,YCR037C,3,194410,197181,2771,-,Verified
BUD5,YCR038C,3,197617,199545,1928,-,Verified
YCR038W-A,YCR038W-A,3,199289,199414,125,+,Dubious
MATALPHA2,YCR039C,3,199542,200174,632,-,Verified
MATALPHA1,YCR040W,3,200438,200965,527,+,Verified
YCR041W,YCR041W,3,200907,201239,332,+,Dubious
TAF2,YCR042C,3,201170,205393,4223,-,Verified
YCR043C,YCR043C,3,206257,206640,383,-,Uncharacterized
PER1,YCR044C,3,206873,207946,1073,-,Verified
YCR045C,YCR045C,3,208131,209606,1475,-,Uncharacterized
YCR045W-A,YCR045W-A,3,208747,209097,350,+,Dubious
IMG1,YCR046C,3,209910,210419,509,-,Verified
BUD23,YCR047C,3,210714,211541,827,-,Verified
YCR047W-A,YCR047W-A,3,211297,211503,206,+,Dubious
YCR049C,YCR049C,3,211867,212313,446,-,Dubious
ARE1,YCR048W,3,211925,213757,1832,+,Verified
YCR050C,YCR050C,3,213460,213768,308,-,Uncharacterized
YCR051W,YCR051W,3,214067,214735,668,+,Uncharacterized
RSC6,YCR052W,3,214990,216441,1451,+,Verified
THR4,YCR053W,3,216693,218237,1544,+,Verified
CTR86,YCR054C,3,218372,220063,1691,-,Verified
PWP2,YCR057C,3,220453,223224,2771,-,Verified
YIH1,YCR059C,3,223450,224226,776,-,Verified
TAH1,YCR060W,3,224395,224730,335,+,Verified
YCR061W,YCR061W,3,225559,227454,1895,+,Uncharacterized
YCR064C,YCR064C,3,228091,228501,410,-,Dubious
BUD31,YCR063W,3,228314,228787,473,+,Verified
HCM1,YCR065W,3,229306,231000,1694,+,Verified
RAD18,YCR066W,3,231496,232959,1463,+,Verified
SED4,YCR067C,3,233121,236318,3197,-,Verified
ATG15,YCR068W,3,237210,238772,1562,+,Verified
CPR4,YCR069W,3,239051,240007,956,+,Verified
IMG2,YCR071C,3,240099,240539,440,-,Verified
RSA4,YCR072C,3,240801,242348,1547,-,Verified
SSK22,YCR073C,3,242585,246580,3995,-,Verified
SOL2,YCR073W-A,3,246960,247907,947,+,Verified
ERS1,YCR075C,3,248030,248812,782,-,Verified
YCR075W-A,YCR075W-A,3,248972,249199,227,+,Uncharacterized
YCR076C,YCR076C,3,249290,250042,752,-,Uncharacterized
PAT1,YCR077C,3,250235,252625,2390,-,Verified
PTC6,YCR079W,3,252842,254170,1328,+,Verified
SRB8,YCR081W,3,254368,258651,4283,+,Verified
YCR081C-A,YCR081C-A,3,258412,258648,236,-,Dubious
AHC2,YCR082W,3,258880,259266,386,+,Verified
TRX3,YCR083W,3,259575,259958,383,+,Verified
TUP1,YCR084C,3,260308,262449,2141,-,Verified
YCR085W,YCR085W,3,262913,263266,353,+,Dubious
CSM1,YCR086W,3,263389,263961,572,+,Verified
YCR087W,YCR087W,3,263973,264488,515,+,Dubious
LUG1,YCR087C-A,3,264003,264464,461,-,Uncharacterized
ABP1,YCR088W,3,265065,266843,1778,+,Verified
FIG2,YCR089W,3,267431,272260,4829,+,Verified
YCR090C,YCR090C,3,272312,272860,548,-,Uncharacterized
KIN82,YCR091W,3,274401,276563,2162,+,Verified
MSH3,YCR092C,3,276761,279817,3056,-,Verified
CDC39,YCR093W,3,280114,286440,6326,+,Verified
CDC50,YCR094W,3,286759,287934,1175,+,Verified
OCA4,YCR095C,3,288167,289255,1088,-,Uncharacterized
YCR095W-A,YCR095W-A,3,289636,289794,158,+,Uncharacterized
HMRA2,YCR096C,3,293176,293535,359,-,Verified
HMRA1,YCR097W,3,293832,294318,486,+,Verified
YCR097W-A,YCR097W-A,3,294436,294702,266,+,Dubious
GIT1,YCR098C,3,297046,298602,1556,-,Verified
YCR099C,YCR099C,3,300829,301296,467,-,Uncharacterized
YCR100C,YCR100C,3,301268,302218,950,-,Uncharacterized
YCR101C,YCR101C,3,302479,303027,548,-,Uncharacterized
YCR102C,YCR102C,3,304358,305464,1106,-,Uncharacterized
YCR102W-A,YCR102W-A,3,306732,306929,197,+,Dubious
PAU3,YCR104W,3,307798,308172,374,+,Verified
ADH7,YCR105W,3,309067,310152,1085,+,Verified
RDS1,YCR106W,3,310955,313453,2498,+,Verified
AAD3,YCR107W,3,313887,314978,1091,+,Verified
YCR108C,YCR108C,3,315994,316185,191,-,Uncharacterized
COS7,YDL248W,4,1802,2953,1151,+,Verified
YDL247W-A,YDL247W-A,4,3762,3836,74,+,Dubious
MPH2,YDL247W,4,5985,7814,1829,+,Verified
SOR2,YDL246C,4,8683,9756,1073,-,Uncharacterized
HXT15,YDL245C,4,11657,13360,1703,-,Verified
THI13,YDL244W,4,16204,17226,1022,+,Verified
AAD4,YDL243C,4,17577,18566,989,-,Verified
YDL242W,YDL242W,4,18959,19312,353,+,Dubious
YDL241W,YDL241W,4,20635,21006,371,+,Uncharacterized
YDL240C-A,YDL240C-A,4,22471,22608,137,-,Dubious
LRG1,YDL240W,4,22823,25876,3053,+,Verified
ADY3,YDL239C,4,26403,28775,2372,-,Verified
GUD1,YDL238C,4,28985,30454,1469,-,Verified
LRC1,YDL237W,4,30657,31829,1172,+,Uncharacterized
PHO13,YDL236W,4,32296,33234,938,+,Verified
YPD1,YDL235C,4,33415,33918,503,-,Verified
GYP7,YDL234C,4,34238,36478,2240,-,Verified
YDL233W,YDL233W,4,36798,38174,1376,+,Uncharacterized
OST4,YDL232W,4,38488,38598,110,+,Verified
BRE4,YDL231C,4,38868,42245,3377,-,Verified
PTP1,YDL230W,4,42701,43708,1007,+,Verified
SSB1,YDL229W,4,44066,45907,1841,+,Verified
YDL228C,YDL228C,4,45278,45919,641,-,Dubious
HO,YDL227C,4,46272,48032,1760,-,Verified
GCS1,YDL226C,4,51116,52174,1058,-,Verified
SHS1,YDL225W,4,52446,54101,1655,+,Verified
WHI4,YDL224C,4,54398,56347,1949,-,Verified
HBT1,YDL223C,4,57266,60406,3140,-,Verified
FMP45,YDL222C,4,60873,61802,929,-,Verified
YDL221W,YDL221W,4,62012,62563,551,+,Dubious
CDC13,YDL220C,4,62245,65019,2774,-,Verified
DTD1,YDL219W,4,65243,65766,523,+,Verified
YDL218W,YDL218W,4,66494,67447,953,+,Uncharacterized
TIM22,YDL217C,4,67984,68607,623,-,Verified
RRI1,YDL216C,4,68998,70320,1322,-,Verified
GDH2,YDL215C,4,70641,73919,3278,-,Verified
PRR2,YDL214C,4,74447,76546,2099,-,Verified
NOP6,YDL213C,4,77290,77967,677,-,Verified
SHR3,YDL212W,4,78427,79059,632,+,Verified
YDL211C,YDL211C,4,79295,80413,1118,-,Uncharacterized
UGA4,YDL210W,4,84271,85986,1715,+,Verified
CWC2,YDL209C,4,86208,87227,1019,-,Verified
NHP2,YDL208W,4,87513,87983,470,+,Verified
GLE1,YDL207W,4,88249,89865,1616,+,Verified
YDL206W,YDL206W,4,90177,92465,2288,+,Uncharacterized
HEM3,YDL205C,4,92763,93746,983,-,Verified
RTN2,YDL204W,4,94606,95787,1181,+,Verified
ACK1,YDL203C,4,96083,97954,1871,-,Uncharacterized
MRPL11,YDL202W,4,98476,99225,749,+,Verified
TRM8,YDL201W,4,99562,100422,860,+,Verified
MGT1,YDL200C,4,100502,101068,566,-,Verified
YDL199C,YDL199C,4,101291,103354,2063,-,Uncharacterized
GGC1,YDL198C,4,103650,104552,902,-,Verified
ASF2,YDL197C,4,104918,106495,1577,-,Verified
YDL196W,YDL196W,4,106742,107071,329,+,Dubious
SEC31,YDL195W,4,107209,111030,3821,+,Verified
SNF3,YDL194W,4,111581,114235,2654,+,Verified
NUS1,YDL193W,4,114673,115800,1127,+,Verified
ARF1,YDL192W,4,116322,116867,545,+,Verified
RPL35A,YDL191W,4,117665,118518,853,+,Verified
UFD2,YDL190C,4,118708,121593,2885,-,Verified
RBS1,YDL189W,4,122079,123590,1511,+,Verified
PPH22,YDL188C,4,123866,124999,1133,-,Verified
YDL187C,YDL187C,4,125510,125839,329,-,Dubious
YDL186W,YDL186W,4,125617,126450,833,+,Uncharacterized
YDL185C-A,YDL185C-A,4,126609,126836,227,-,Dubious
TFP1,YDL185W,4,126788,130003,3215,+,Verified
RPL41A,YDL184C,4,130408,130485,77,-,Verified
YDL183C,YDL183C,4,130872,131834,962,-,Uncharacterized
LYS20,YDL182W,4,133438,134724,1286,+,Verified
INH1,YDL181W,4,135180,135437,257,+,Verified
YDL180W,YDL180W,4,135897,137540,1643,+,Uncharacterized
PCL9,YDL179W,4,138292,139206,914,+,Verified
DLD2,YDL178W,4,139523,141115,1592,+,Verified
YDL177C,YDL177C,4,141210,141722,512,-,Uncharacterized
YDL176W,YDL176W,4,142098,144224,2126,+,Uncharacterized
AIR2,YDL175C,4,144485,145519,1034,-,Verified
DLD1,YDL174C,4,145827,147590,1763,-,Verified
YDL173W,YDL173W,4,148192,149079,887,+,Uncharacterized
YDL172C,YDL172C,4,148608,149087,479,-,Dubious
GLT1,YDL171C,4,149204,155641,6437,-,Verified
UGA3,YDL170W,4,156319,157905,1586,+,Verified
UGX2,YDL169C,4,158065,158736,671,-,Verified
SFA1,YDL168W,4,159605,160765,1160,+,Verified
NRP1,YDL167C,4,160996,163155,2159,-,Verified
FAP7,YDL166C,4,163450,164043,593,-,Verified
CDC36,YDL165W,4,164291,164866,575,+,Verified
CDC9,YDL164C,4,164988,167255,2267,-,Verified
YDL163W,YDL163W,4,166957,167259,302,+,Dubious
YDL162C,YDL162C,4,167360,167716,356,-,Dubious
ENT1,YDL161W,4,167715,169079,1364,+,Verified
YDL160C-A,YDL160C-A,4,169367,169609,242,-,Uncharacterized
DHH1,YDL160C,4,170411,171931,1520,-,Verified
YDL159W-A,YDL159W-A,4,172183,172314,131,+,Uncharacterized
STE7,YDL159W,4,172482,174029,1547,+,Verified
YDL159C-B,YDL159C-B,4,173057,173233,176,-,Dubious
YDL158C,YDL158C,4,173867,174175,308,-,Dubious
YDL157C,YDL157C,4,174233,174589,356,-,Uncharacterized
YDL156W,YDL156W,4,174919,176487,1568,+,Uncharacterized
CLB3,YDL155W,4,176774,178057,1283,+,Verified
MSH5,YDL154W,4,178335,181040,2705,+,Verified
SAS10,YDL153C,4,181187,183019,1832,-,Verified
YDL152W,YDL152W,4,182823,183188,365,+,Dubious
BUD30,YDL151C,4,183319,183900,581,-,Dubious
RPC53,YDL150W,4,183344,184612,1268,+,Verified
ATG9,YDL149W,4,184926,187919,2993,+,Verified
NOP14,YDL148C,4,188155,190587,2432,-,Verified
RPN5,YDL147W,4,190925,192262,1337,+,Verified
LDB17,YDL146W,4,192751,194226,1475,+,Verified
COP1,YDL145C,4,194572,198177,3605,-,Verified
YDL144C,YDL144C,4,198663,199733,1070,-,Uncharacterized
CCT4,YDL143W,4,199997,201583,1586,+,Verified
CRD1,YDL142C,4,201720,202571,851,-,Verified
BPL1,YDL141W,4,203040,205112,2072,+,Verified
RPO21,YDL140C,4,205361,210562,5201,-,Verified
SCM3,YDL139C,4,211376,212047,671,-,Verified
RGT2,YDL138W,4,213352,215643,2291,+,Verified
ARF2,YDL137W,4,216158,217074,916,+,Verified
RPL35B,YDL136W,4,217600,218367,767,+,Verified
RDI1,YDL135C,4,218680,219288,608,-,Verified
PPH21,YDL134C,4,219662,220771,1109,-,Verified
RPL41B,YDL133C-A,4,221724,221801,77,-,Verified
YDL133W,YDL133W,4,222427,223740,1313,+,Uncharacterized
CDC53,YDL132W,4,224304,226751,2447,+,Verified
LYS21,YDL131W,4,227393,228715,1322,+,Verified
STF1,YDL130W-A,4,229171,229431,260,+,Verified
RPP1B,YDL130W,4,229906,230527,621,+,Verified
YDL129W,YDL129W,4,231024,231899,875,+,Uncharacterized
VCX1,YDL128W,4,232652,233887,1235,+,Verified
PCL2,YDL127W,4,234927,235853,926,+,Verified
CDC48,YDL126C,4,236157,238664,2507,-,Verified
HNT1,YDL125C,4,239019,239606,587,-,Verified
YDL124W,YDL124W,4,240259,241197,938,+,Verified
SNA4,YDL123W,4,241418,241840,422,+,Verified
UBP1,YDL122W,4,242552,244981,2429,+,Verified
YDL121C,YDL121C,4,245133,245582,449,-,Uncharacterized
YFH1,YDL120W,4,245923,246447,524,+,Verified
YDL119C,YDL119C,4,246689,247612,923,-,Uncharacterized
YDL118W,YDL118W,4,247302,247682,380,+,Uncharacterized
CYK3,YDL117W,4,248581,251238,2657,+,Verified
NUP84,YDL116W,4,251566,253746,2180,+,Verified
IWR1,YDL115C,4,253995,255126,1131,-,Verified
YDL114W-A,YDL114W-A,4,254935,255048,113,+,Dubious
YDL114W,YDL114W,4,255604,256530,926,+,Uncharacterized
ATG20,YDL113C,4,256633,258555,1922,-,Verified
TRM3,YDL112W,4,258915,263225,4310,+,Verified
RRP42,YDL111C,4,263313,264110,797,-,Verified
TMA17,YDL110C,4,264512,264964,452,-,Verified
YDL109C,YDL109C,4,265258,267201,1943,-,Uncharacterized
KIN28,YDL108W,4,267698,268699,1001,+,Verified
MSS2,YDL107W,4,268921,269976,1055,+,Verified
PHO2,YDL106C,4,270222,271901,1679,-,Verified
NSE4,YDL105W,4,272389,273597,1208,+,Verified
QRI7,YDL104C,4,273653,274876,1223,-,Uncharacterized
QRI1,YDL103C,4,275148,276581,1433,-,Verified
POL3,YDL102W,4,276872,280165,3293,+,Verified
DUN1,YDL101C,4,280307,281848,1541,-,Verified
GET3,YDL100C,4,282112,283176,1064,-,Verified
BUG1,YDL099W,4,283419,284444,1025,+,Verified
SNU23,YDL098C,4,284581,285165,584,-,Verified
RPN6,YDL097C,4,285391,286695,1304,-,Verified
OPI6,YDL096C,4,286998,287324,326,-,Dubious
PMT1,YDL095W,4,287059,289512,2453,+,Verified
YDL094C,YDL094C,4,289572,290081,509,-,Dubious
PMT5,YDL093W,4,289909,292140,2231,+,Verified
SRP14,YDL092W,4,292781,293221,440,+,Verified
UBX3,YDL091C,4,293392,294759,1367,-,Verified
RAM1,YDL090C,4,295034,296329,1295,-,Verified
YDL089W,YDL089W,4,296820,298274,1454,+,Uncharacterized
ASM4,YDL088C,4,298417,300003,1586,-,Verified
LUC7,YDL087C,4,300214,300999,785,-,Verified
YDL086W,YDL086W,4,301413,302234,821,+,Uncharacterized
YDL086C-A,YDL086C-A,4,301655,302089,434,-,Dubious
YDL085C-A,YDL085C-A,4,302464,302670,206,-,Uncharacterized
NDE2,YDL085W,4,303211,304848,1637,+,Verified
SUB2,YDL084W,4,305237,306577,1340,+,Verified
RPS16B,YDL083C,4,306926,307789,863,-,Verified
RPL13A,YDL082W,4,308424,309388,964,+,Verified
RPP1A,YDL081C,4,309802,310122,320,-,Verified
THI3,YDL080C,4,310642,312471,1829,-,Verified
MRK1,YDL079C,4,312951,314748,1797,-,Verified
MDH3,YDL078C,4,315357,316388,1031,-,Verified
VAM6,YDL077C,4,316971,320120,3149,-,Verified
RXT3,YDL076C,4,320668,321552,884,-,Verified
RPL31A,YDL075W,4,322226,322988,762,+,Verified
BRE1,YDL074C,4,324047,326149,2102,-,Verified
YDL073W,YDL073W,4,326613,329567,2954,+,Uncharacterized
YET3,YDL072C,4,329836,330447,611,-,Verified
YDL071C,YDL071C,4,330667,331041,374,-,Dubious
BDF2,YDL070W,4,331025,332941,1916,+,Verified
CBS1,YDL069C,4,333121,333810,689,-,Verified
YDL068W,YDL068W,4,333500,333829,329,+,Dubious
COX9,YDL067C,4,334217,334396,179,-,Verified
IDP1,YDL066W,4,334835,336121,1286,+,Verified
PEX19,YDL065C,4,336249,337277,1028,-,Verified
UBC9,YDL064W,4,337487,338070,583,+,Verified
YDL063C,YDL063C,4,338272,340134,1862,-,Uncharacterized
YDL062W,YDL062W,4,339857,340282,425,+,Dubious
RPS29B,YDL061C,4,340628,341219,591,-,Verified
TSR1,YDL060W,4,341619,343985,2366,+,Verified
RAD59,YDL059C,4,344237,344953,716,-,Verified
USO1,YDL058W,4,345665,351037,5372,+,Verified
YDL057W,YDL057W,4,351434,352420,986,+,Uncharacterized
MBP1,YDL056W,4,352877,355378,2501,+,Verified
PSA1,YDL055C,4,355674,356759,1085,-,Verified
MCH1,YDL054C,4,359825,361285,1460,-,Verified
